$460,000
$484,900
$524,900
$333,111
$220,000
$375,000
$575,000
$298,000
$399,999
$410,000
$469,999
$239,900
$323,900
$398,500
$560,000
$675,000
$375,000
$469,000
$499,900
$433,240
Est. $281,840
Est. $297,086
$450,990+
$519,000
$650,000
$425,000
$402,990+
$497,500
$375,000
$416,990+
$495,000
$450,990+
$499,000
$275,000
$275,000
$464,659
$454,990+
$430,488
$445,990+
$454,906
$1,300,000
$472,113
$448,990+
