$284,900
$--
$229,990+
$319,900
$375,000
$245,990+
$274,900
$365,000
$269,619
$270,000
$279,900
$525,000
$325,000
$242,500
$285,000
$375,000
$268,973
$469,500
$250,000
$579,500
$495,000
$259,990+
$950,000
$273,666
$125,500
$294,431
$307,395
$303,562
Est. $400,128
$319,000
$649,000
$300,000
$326,500+
$450,000
$236,990+
$449,900
$343,000+
$297,400+
$307,756
$253,990+
