id,bedrooms,bathrooms,sqft,latitude,longitude,cat,dog,parking,cooling,heating,zestimate,type,laundry,price
2080350736.0,3.0,2.0,4066.0,30.294061,-97.628062,0,0,2.0,Central,Forced air,,Multi Family,Contact manager,1200
80089878.0,4.0,2.0,2149.0,30.360491999999997,-97.642454,1,1,2.0,Central,Forced air,1750.0,Single Family,Contact manager,1800
2080404126.0,1.0,1.0,400.0,,,1,1,,Central,Forced air,,Multi Family,In Unit,1395
2122606778.0,2.0,1.0,1000.0,30.426945,-97.759682,1,1,,Other,Forced air,1400.0,Apartment,In Unit,1395
29333009.0,3.0,2.0,2146.0,30.275764000000002,-97.842747,1,1,2.0,Central,Forced air,2200.0,Single Family,Contact manager,4700
305431037.0,6.0,4.0,3082.0,30.311411,-97.67479399999999,1,1,,Other,Forced air,1750.0,Single Family,In Unit,4450
29411695.0,2.0,2.0,920.0,30.324784,-97.741171,0,0,2.0,Central,Other,1750.0,Condo,In Unit,1625
29568974.0,3.0,2.0,1551.0,30.449740999999996,-97.80704300000001,0,0,2.0,Central,Forced air,1750.0,Single Family,Contact manager,1695
29449522.0,3.0,2.0,1558.0,30.448252,-97.681497,0,1,2.0,Other,Forced air,1650.0,Single Family,In Unit,1650
29353828.0,2.0,2.0,2018.0,30.362814,-97.779798,1,1,2.0,Central,Forced air,2550.0,Single Family,In Unit,4500
251031261.0,4.0,3.0,2095.0,30.256010999999997,-97.574399,1,1,2.0,Central,Forced air,1750.0,Single Family,In Unit,1750
305427660.0,2.0,2.0,1500.0,30.2982,-97.70711,1,1,1.0,Central,Forced air,1800.0,Condo,In Unit,2700
2080672361.0,1.0,1.0,1400.0,30.332309999999996,-97.987133,0,0,,Other,Forced air,,Single Family,Shared,3900
70338429.0,3.0,2.0,2000.0,30.336996999999997,-97.648404,1,1,1.0,Other,Forced air,1750.0,Single Family,In Unit,1695
29388760.0,3.0,3.0,1330.0,30.272973999999998,-97.696093,0,0,1.0,Other,Forced air,2850.0,Single Family,In Unit,2900
29323557.0,4.0,2.0,2770.0,,,0,1,2.0,Other,Forced air,2500.0,Single Family,Contact manager,3200
251030363.0,2.0,2.0,1224.0,30.389278000000004,-97.657359,0,0,2.0,Central,Forced air,1495.0,Condo,Contact manager,1700
2080278216.0,3.0,2.0,1056.0,30.297189000000003,-97.745914,1,1,,Central,Forced air,,Condo,In Unit,2350
249891200.0,3.0,2.0,1983.0,30.158078000000003,-97.741694,0,1,2.0,Central,Forced air,1850.0,Single Family,In Unit,1900
2094701790.0,2.0,1.0,1000.0,30.412694000000002,-97.731196,1,1,2.0,Other,Forced air,1392.0,Townhouse,In Unit,1650
241931807.0,3.0,2.0,1920.0,30.275013,-97.723791,0,0,1.0,Central,Forced air,3200.0,Single Family,In Unit,3950
145655887.0,3.0,2.0,1778.0,30.197069,-97.74894300000001,0,1,2.0,Central,Forced air,1850.0,Single Family,Contact manager,1999
2132221907.0,2.0,1.0,828.0,30.307894,-97.74974399999999,0,0,,Central,Forced air,2150.0,Multi Family,In Unit,1598
29558952.0,4.0,2.0,2476.0,30.45187,-97.814815,1,1,2.0,Central,Forced air,2100.0,Single Family,Contact manager,2100
