"8712 Old Manor Rd, Austin, TX 78724","NA","NA","NA","NA","https://www.zillow.com/b/the-terrace-at-walnut-creek-austin-tx-BCMLcN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.326563","-97.638529"
"3005 Westlake Dr, Austin, TX 78746","3.0","3.0","$12,000/mo","3,790","https://www.zillow.com/homedetails/3005-Westlake-Dr-Austin-TX-78746/29340523_zpid","29340523","$2,600/mo","Single Family","Central","Forced air","Cats, small dogs","In Unit","3 spaces","NA","$3","NA","NA","NA","NA"
"2115 Charlotte Estates Dr, Austin, TX 78744","2.0","4.0","$1,795/mo","2,697","https://www.zillow.com/homedetails/2115-Charlotte-Estates-Dr-Austin-TX-78744/70343377_zpid","70343377","$1,795/mo","Single Family","Other","Forced air, Other","Cats, large dogs, small dogs","Contact manager","2 spaces","NA","$1","NA","NA","30.197069","-97.748943"
"5400 W Parmer Ln, Austin, TX 78727","NA","NA","NA","NA","https://www.zillow.com/b/stone-oak-at-parmer-austin-tx-5Xht5w","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.436573","-97.732884"
"811 E 11th St, Austin, TX 78702","NA","NA","NA","NA","https://www.zillow.com/b/eleven-by-windsor-austin-tx-5Xkjqj","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.269913","-97.731658"
"9201 Brodie LnAustin, TX 78748","NA","NA","NA","NA","https://www.zillow.com/b/9201-brodie-ln-austin-tx-5Xmj6z","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.192327","-97.841897"
"3502 Cookstown Dr, Austin, TX 78759","2.0","3.0","$1,725/mo","1,361","https://www.zillow.com/homedetails/3502-Cookstown-Dr-Austin-TX-78759/58306427_zpid","58306427","$1,800/mo","Single Family","Other","Forced air","No","In Unit","2 spaces","NA","$1","NA","NA","30.417333","-97.717939"
"1404 W 39th 1/2 St, Austin, TX 78756","1.0","2.0","$2,450/mo","964","https://www.zillow.com/homedetails/1404-W-39th-1-2-St-Austin-TX-78756/29402959_zpid","29402959","$2,400/mo","Single Family","Other","Forced air","Cats, large dogs, small dogs","In Unit","1 space","NA","$3","NA","NA","30.313779","-97.750574"
"11904 Oakwood Dr, Austin, TX 78753","2.0","3.0","$1,895/mo","1,752","https://www.zillow.com/homedetails/11904-Oakwood-Dr-Austin-TX-78753/58304657_zpid","58304657","$1,895/mo","Single Family","Central","Forced air","Cats","Contact manager","1 space","NA","$1","NA","NA","30.412694","-97.731196"
"15205 Parakeet St, Austin, TX 78734","5.0","7.0","$599,900","3,433","https://www.zillow.com/homedetails/15205-Parakeet-St-Austin-TX-78734/64785928_zpid","64785928","$650,002","Single Family","Central","NA","NA","NA","2 spaces","NA","NA","29  (Car-Dependent)","0  (No Nearby Transit)","30.359219","-97.9512"
"3625 Duval Rd, Austin, TX 78759","NA","NA","NA","NA","https://www.zillow.com/b/san-marin-austin-tx-5Xht8F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.41091","-97.723155"
"1310 W Parmer Ln APT 1502, Austin, TX 78727","2.0","2.0","$1,650/mo","1,450","https://www.zillow.com/homedetails/1310-W-Parmer-Ln-APT-1502-Austin-TX-78727/2111721017_zpid","2111721017","$1,850/mo","Apartment","Other","Forced air","Cats, small dogs","In Unit","1 space","NA","$1","NA","NA","30.44308","-97.672825"
"312 W William Cannon Dr #A, Austin, TX 78745","1.0","2.0","$1,250/mo","1,764","https://www.zillow.com/homedetails/312-W-William-Cannon-Dr-A-Austin-TX-78745/2087168656_zpid","2087168656","$1,320/mo","Multi Family","Central","Forced air","Contact manager","Contact manager","1 space","NA","$1","NA","NA","30.200678","-97.783837"
"5800 Jacqueline Ln, Austin, TX 78724","2.0","4.0","$1,500/mo","2,117","https://www.zillow.com/homedetails/5800-Jacqueline-Ln-Austin-TX-78724/29384174_zpid","29384174","$1,575/mo","Single Family","Central","Forced air","Contact manager","Contact manager","Carport","NA","$1","NA","NA","30.257737","-97.576393"
"11917 Rotherham Dr, Austin, TX 78753","2.0","3.0","$1,600/mo","1,079","https://www.zillow.com/homedetails/11917-Rotherham-Dr-Austin-TX-78753/29433311_zpid","29433311","$1,600/mo","Single Family","Central","Forced air","Cats, small dogs","Contact manager","2 spaces","NA","$1","NA","NA","NA","NA"
"9611 Aire Libre Dr, Austin, TX 78726","4.0","5.0","$2,800/mo","3,614","https://www.zillow.com/homedetails/9611-Aire-Libre-Dr-Austin-TX-78726/29373138_zpid","29373138","$2,800/mo","Single Family","Other","Forced air","Cats, small dogs","In Unit","2 spaces","NA","$1","NA","NA","NA","NA"
"2033 Boyds Way, Austin, TX 78748","2.0","3.0","$1,675/mo","1,385","https://www.zillow.com/homedetails/2033-Boyds-Way-Austin-TX-78748/70346287_zpid","70346287","$1,650/mo","Single Family","Other","Forced air","No","In Unit","2 spaces","NA","$1","NA","NA","30.158484","-97.834745"
"1015 E Yager Ln UNIT 83, Austin, TX 78753","1.0","1.0","$1,150/mo","565","https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-83-Austin-TX-78753/29435379_zpid","29435379","$964/mo","Condo","Central","Forced air","Cats, small dogs","In Unit","No Data","NA","$2","NA","NA","30.395033","-97.669869"
"Sendero Dr, Austin, TX 78735","2.0","3.0","$2,800/mo","2,005","https://www.zillow.com/homedetails/Sendero-Dr-Austin-TX-78735/2089714782_zpid","2089714782","NA","Single Family","Other","Forced air","Cats, large dogs, small dogs","In Unit","Off street, Detached Garage","NA","$1","NA","NA","30.24621","-97.829769"
"8021 N Fm 620 Rd, Austin, TX 78726","NA","NA","NA","NA","https://www.zillow.com/b/nolina-flats-austin-tx-9mgnWf","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.414517","-97.845477"
"6208 Shadow Mountain Dr, Austin, TX 78731","3.0","4.0","$2,900/mo","2,962","https://www.zillow.com/homedetails/6208-Shadow-Mountain-Dr-Austin-TX-78731/29349269_zpid","29349269","$4,200/mo","Single Family","Central","Forced air","Cats, small dogs","In Unit","2 spaces","NA","$1","NA","NA","NA","NA"
"3111 Parker Ln, Austin, TX 78741","NA","NA","NA","NA","https://www.zillow.com/b/montecito-apartments-austin-tx-5Xht79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.223603","-97.741982"
"7217 Aldea DrAustin, TX 78745","NA","NA","NA","NA","https://www.zillow.com/b/7217-aldea-dr-austin-tx-5Z58Jq","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.200945","-97.811502"
"1500 Crossing Pl, Austin, TX 78741","NA","NA","NA","NA","https://www.zillow.com/b/belara-austin-tx-5XhtCn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.235266","-97.714848"
"43 Rainey St APT 706Austin, TX 78701","NA","NA","NA","NA","https://www.zillow.com/homedetails/43-Rainey-St-APT-706-Austin-TX-78701/2112001671_zpid","2112001671","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.256952","-97.739576"
"7601 Daffan Ln, Austin, TX 78724","NA","NA","NA","NA","https://www.zillow.com/b/oak-crest-austin-tx-5Xqx6h","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.316658","-97.6234"
