"1911 Robbins Pl, Austin, TX 78705","{'/showPropertyInfo.do?account=01130013220000'}"
"710 E Dean Keeton St APT 207, Austin, TX 78705","{'/showPropertyInfo.do?account=01846002060201', '/showPropertyInfo.do?account=04230602270504', '/showPropertyInfo.do?account=04402502030203', '/showPropertyInfo.do?account=02355906060201', '/showPropertyInfo.do?account=04230602270559', '/showPropertyInfo.do?account=02118201090201', '/showPropertyInfo.do?account=02138201210202', '/showPropertyInfo.do?account=04230602270563', '/showPropertyInfo.do?account=04230602270554', '/showPropertyInfo.do?account=02138201160000'}"
"1000 W 26th St APT 116, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"103 E 34th St, Austin, TX 78705","{'/showPropertyInfo.do?account=01846002060201', '/showPropertyInfo.do?account=04230602270504', '/showPropertyInfo.do?account=04402502030203', '/showPropertyInfo.do?account=02355906060201', '/showPropertyInfo.do?account=04230602270559', '/showPropertyInfo.do?account=02118201090201', '/showPropertyInfo.do?account=02138201210202', '/showPropertyInfo.do?account=04230602270563', '/showPropertyInfo.do?account=04230602270554', '/showPropertyInfo.do?account=02138201160000'}"
"914 W 22nd 1/2 St # 305, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"3306 Liberty St, Austin, TX 78705","{'/showPropertyInfo.do?account=02170609100000'}"
"910 Duncan Ln APT 16, Austin, TX 78705","{'/showPropertyInfo.do?account=02150803070014', '/showPropertyInfo.do?account=02150803070013', '/showPropertyInfo.do?account=02150803070016', '/showPropertyInfo.do?account=02150803070018', '/showPropertyInfo.do?account=02150803070019', '/showPropertyInfo.do?account=02150803070011', '/showPropertyInfo.do?account=02150803070015', '/showPropertyInfo.do?account=02150803070020', '/showPropertyInfo.do?account=02150803070012', '/showPropertyInfo.do?account=02150803070017'}"
"2913 Pearl St APT 201, Austin, TX 78705","{'/showPropertyInfo.do?account=02170213220013', '/showPropertyInfo.do?account=02170213220014', '/showPropertyInfo.do?account=02170213220012', '/showPropertyInfo.do?account=02170213220011'}"
"400 W 35th St APT 207, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"305 E 31st St APT 2, Austin, TX 78705","{'/showPropertyInfo.do?account=01846002060201', '/showPropertyInfo.do?account=04230602270504', '/showPropertyInfo.do?account=04402502030203', '/showPropertyInfo.do?account=02355906060201', '/showPropertyInfo.do?account=04230602270559', '/showPropertyInfo.do?account=02118201090201', '/showPropertyInfo.do?account=02138201210202', '/showPropertyInfo.do?account=04230602270563', '/showPropertyInfo.do?account=04230602270554', '/showPropertyInfo.do?account=02138201160000'}"
"3200 Duval St APT 111, Austin, TX 78705","{'/showPropertyInfo.do?account=02170605140007', '/showPropertyInfo.do?account=02170605140003', '/showPropertyInfo.do?account=02170605140008', '/showPropertyInfo.do?account=02170605140009', '/showPropertyInfo.do?account=02170605140005', '/showPropertyInfo.do?account=02170605140001', '/showPropertyInfo.do?account=02170605140000', '/showPropertyInfo.do?account=02170605140004', '/showPropertyInfo.do?account=02170605140002', '/showPropertyInfo.do?account=02170605140006'}"
"2101 N Lamar Blvd APT 7, Austin, TX 78705","{'/showPropertyInfo.do?account=04360908040000', '/showPropertyInfo.do?account=05176703420201', '/showPropertyInfo.do?account=04020115120000', '/showPropertyInfo.do?account=04260315230000', '/showPropertyInfo.do?account=03242001150202', '/showPropertyInfo.do?account=02081110020000', '/showPropertyInfo.do?account=01140310130000', '/showPropertyInfo.do?account=05175701070201', '/showPropertyInfo.do?account=90534400000000', '/showPropertyInfo.do?account=03030001090000'}"
"2510 San Gabriel St APT 201, Austin, TX 78705","{'/showPropertyInfo.do?account=02140009130002', '/showPropertyInfo.do?account=02599001020201', '/showPropertyInfo.do?account=02140009130005', '/showPropertyInfo.do?account=03392104180237', '/showPropertyInfo.do?account=02140009130001', '/showPropertyInfo.do?account=02140009130004', '/showPropertyInfo.do?account=03392104170225', '/showPropertyInfo.do?account=03392104180238', '/showPropertyInfo.do?account=02140009130003', '/showPropertyInfo.do?account=03392104180235'}"
"3111 Tom Green St APT 306, Austin, TX 78705","{'/showPropertyInfo.do?account=02150506170008', '/showPropertyInfo.do?account=02150506170009', '/showPropertyInfo.do?account=02150506170000', '/showPropertyInfo.do?account=02150506170001', '/showPropertyInfo.do?account=02150506170005', '/showPropertyInfo.do?account=02150506170004', '/showPropertyInfo.do?account=02150506170003', '/showPropertyInfo.do?account=02150506170006', '/showPropertyInfo.do?account=02150506170002', '/showPropertyInfo.do?account=02150506170007'}"
"3001 Cedar St # A-216, Austin, TX 78705","{'/showPropertyInfo.do?account=02160420090000', '/showPropertyInfo.do?account=02160420100000', '/showPropertyInfo.do?account=02160420050000', '/showPropertyInfo.do?account=02160420020000', '/showPropertyInfo.do?account=02160420080000', '/showPropertyInfo.do?account=02160420040000', '/showPropertyInfo.do?account=02160420060000', '/showPropertyInfo.do?account=02160420070000', '/showPropertyInfo.do?account=02160420110000', '/showPropertyInfo.do?account=02160420030000'}"
"1910 Robbins Pl APT 106, Austin, TX 78705","{'/showPropertyInfo.do?account=01130012240007', '/showPropertyInfo.do?account=01130012240003', '/showPropertyInfo.do?account=01130012240006', '/showPropertyInfo.do?account=01130012240002', '/showPropertyInfo.do?account=01130012240008', '/showPropertyInfo.do?account=01130012240001', '/showPropertyInfo.do?account=01130012240004', '/showPropertyInfo.do?account=01130012240005', '/showPropertyInfo.do?account=01130012240009', '/showPropertyInfo.do?account=01130012240000'}"
"400 W 35th St APT 105, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"2200 San Gabriel St APT 301, Austin, TX 78705","{'/showPropertyInfo.do?account=02599001020201', '/showPropertyInfo.do?account=02021004160000', '/showPropertyInfo.do?account=90028830000000', '/showPropertyInfo.do?account=01130008120000', '/showPropertyInfo.do?account=01333404090000', '/showPropertyInfo.do?account=03392104180237', '/showPropertyInfo.do?account=02021005160000', '/showPropertyInfo.do?account=03392104170225', '/showPropertyInfo.do?account=03392104180238', '/showPropertyInfo.do?account=03392104180235'}"
"2810 Nueces St APT 105, Austin, TX 78705","{'/showPropertyInfo.do?account=02150206240016', '/showPropertyInfo.do?account=02150206240014', '/showPropertyInfo.do?account=02150206240011', '/showPropertyInfo.do?account=02150206240015', '/showPropertyInfo.do?account=02150206240018', '/showPropertyInfo.do?account=02150206240019', '/showPropertyInfo.do?account=02150206240020', '/showPropertyInfo.do?account=02150206240017', '/showPropertyInfo.do?account=02150206240012', '/showPropertyInfo.do?account=02150206240013'}"
"2413 Leon St APT 110, Austin, TX 78705","{'/showPropertyInfo.do?account=02140013140016', '/showPropertyInfo.do?account=02140013140012', '/showPropertyInfo.do?account=02140013140014', '/showPropertyInfo.do?account=02140013140019', '/showPropertyInfo.do?account=02140013140013', '/showPropertyInfo.do?account=02140013140020', '/showPropertyInfo.do?account=02140013140015', '/showPropertyInfo.do?account=02140013140011', '/showPropertyInfo.do?account=02140013140017', '/showPropertyInfo.do?account=02140013140018'}"
"803 W 28th St APT 201, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"914 W 26th St APT 206, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"715 W 22nd 1/2 St APT 102, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"2502 Leon St APT 308, Austin, TX 78705","{'/showPropertyInfo.do?account=02140016090000', '/showPropertyInfo.do?account=02140016110000', '/showPropertyInfo.do?account=02140016080000', '/showPropertyInfo.do?account=02140016100000', '/showPropertyInfo.do?account=02140016070000', '/showPropertyInfo.do?account=02140016020000', '/showPropertyInfo.do?account=02140016030000', '/showPropertyInfo.do?account=02140016050000', '/showPropertyInfo.do?account=02140016040000', '/showPropertyInfo.do?account=02140016060000'}"
"402 E 32nd St # 1-A, Austin, TX 78705","{'/showPropertyInfo.do?account=01846002060201', '/showPropertyInfo.do?account=04230602270504', '/showPropertyInfo.do?account=04402502030203', '/showPropertyInfo.do?account=02355906060201', '/showPropertyInfo.do?account=04230602270559', '/showPropertyInfo.do?account=02118201090201', '/showPropertyInfo.do?account=02138201210202', '/showPropertyInfo.do?account=04230602270563', '/showPropertyInfo.do?account=04230602270554', '/showPropertyInfo.do?account=02138201160000'}"
"910 W 25th St APT 201, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"2612 San Pedro St APT 209, Austin, TX 78705","{'/showPropertyInfo.do?account=02140003290014', '/showPropertyInfo.do?account=02599001020201', '/showPropertyInfo.do?account=02140003290011', '/showPropertyInfo.do?account=03392104180237', '/showPropertyInfo.do?account=02140003290013', '/showPropertyInfo.do?account=03392104170225', '/showPropertyInfo.do?account=03392104180238', '/showPropertyInfo.do?account=02140003290012', '/showPropertyInfo.do?account=02140003290015', '/showPropertyInfo.do?account=03392104180235'}"
"2505 San Gabriel St APT 300, Austin, TX 78705","{'/showPropertyInfo.do?account=02599001020201', '/showPropertyInfo.do?account=02140123060000', '/showPropertyInfo.do?account=03392104180237', '/showPropertyInfo.do?account=02140123050000', '/showPropertyInfo.do?account=02140123020000', '/showPropertyInfo.do?account=02140123030000', '/showPropertyInfo.do?account=02140123040000', '/showPropertyInfo.do?account=03392104170225', '/showPropertyInfo.do?account=03392104180238', '/showPropertyInfo.do?account=03392104180235'}"
"2502 Leon St APT 408, Austin, TX 78705","{'/showPropertyInfo.do?account=02140016090000', '/showPropertyInfo.do?account=02140016110000', '/showPropertyInfo.do?account=02140016080000', '/showPropertyInfo.do?account=02140016100000', '/showPropertyInfo.do?account=02140016070000', '/showPropertyInfo.do?account=02140016020000', '/showPropertyInfo.do?account=02140016030000', '/showPropertyInfo.do?account=02140016050000', '/showPropertyInfo.do?account=02140016040000', '/showPropertyInfo.do?account=02140016060000'}"
"2401 Leon St APT 104, Austin, TX 78705","{'/showPropertyInfo.do?account=02140013200003', '/showPropertyInfo.do?account=02140013200004', '/showPropertyInfo.do?account=02140013200005', '/showPropertyInfo.do?account=02140013200000', '/showPropertyInfo.do?account=02140013200009', '/showPropertyInfo.do?account=02140013200006', '/showPropertyInfo.do?account=02140013200001', '/showPropertyInfo.do?account=02140013200007', '/showPropertyInfo.do?account=02140013200008', '/showPropertyInfo.do?account=02140013200002'}"
"711 W 26th St APT 606, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"501 W 26th St APT 327, Austin, TX 78705","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"2409 Leon St APT 104, Austin, TX 78705","{'/showPropertyInfo.do?account=02140013330004', '/showPropertyInfo.do?account=02140013330006', '/showPropertyInfo.do?account=02140013330009', '/showPropertyInfo.do?account=02140013330003', '/showPropertyInfo.do?account=02140013330008', '/showPropertyInfo.do?account=02140013330005', '/showPropertyInfo.do?account=02140013330000', '/showPropertyInfo.do?account=02140013330002', '/showPropertyInfo.do?account=02140013330001', '/showPropertyInfo.do?account=02140013330007'}"
"2020 Creole Dr, Austin, TX 78727","{'/showPropertyInfo.do?account=02661813210000'}"
"1435 Manford Hill Dr, Austin, TX 78753","{'/showPropertyInfo.do?account=02402504070000'}"
"The Declaration Plan, Pioneer Hill","set()"
"The Roosevelt Plan, Pioneer Hill","set()"
"9712 Ochiltree Dr, Austin, TX 78753","{'/showPropertyInfo.do?account=02402103290000'}"
"The Reagan Plan, Pioneer Hill","set()"
"15007 Forum Ave, Pflugerville, TX 78660","{'/showPropertyInfo.do?account=02702814620000'}"
"8217 Renton Dr, Austin, TX 78757","{'/showPropertyInfo.do?account=02400813370000'}"
"14519 Robert I Walker Blvd, Austin, TX 78728","{'/showPropertyInfo.do?account=02702011040000'}"
"1005 Bethel Way, Pflugerville, TX 78660","{'/showPropertyInfo.do?account=02682601060000'}"
"12407 Bluestone Cir, Austin, TX 78758","{'/showPropertyInfo.do?account=02582004090000'}"
"7413 Wolverine St, Austin, TX 78757","{'/showPropertyInfo.do?account=02330913160000'}"
"8601 Barasinga Trl, Austin, TX 78749","{'/showPropertyInfo.do?account=04183406020000'}"
"6209 Aviara Dr, Austin, TX 78735","{'/showPropertyInfo.do?account=04063808800000'}"
"7337 Menchaca Rd UNIT 11, Austin, TX 78745","set()"
"7427 Evening Sky Cir # G-8, Austin, TX 78735","{'/showPropertyInfo.do?account=04063809210000'}"
"8000 Chalk Knoll Dr, Austin, TX 78735","{'/showPropertyInfo.do?account=01113402140000'}"
"8310 Gallatin Dr, Austin, TX 78736","{'/showPropertyInfo.do?account=04064809290000'}"
"7217 Lookout Bluff Ter # D-10, Austin, TX 78735","{'/showPropertyInfo.do?account=04063808620000'}"
"4518 Apache Pass, Austin, TX 78745","{'/showPropertyInfo.do?account=04101307090000'}"
"7924 Yellow Thistle Trl, Austin, TX 78735","set()"
"2617 Aylesbury Ln, Austin, TX 78745","{'/showPropertyInfo.do?account=04182314020000'}"
"105 Blue Ridge Trl, Austin, TX 78746","{'/showPropertyInfo.do?account=02104103300000', '/showPropertyInfo.do?account=01378003540000', '/showPropertyInfo.do?account=02104103290000', '/showPropertyInfo.do?account=02622807010000', '/showPropertyInfo.do?account=02104105180201', '/showPropertyInfo.do?account=02104105180205', '/showPropertyInfo.do?account=01091307070000', '/showPropertyInfo.do?account=02104105180204', '/showPropertyInfo.do?account=01377303380000'}"
"1600 Collier, Austin, TX 78704","set()"
"1700 Perez St # B, Austin, TX 78721","{'/showPropertyInfo.do?account=02111812020000', '/showPropertyInfo.do?account=02111812030000'}"
"1615 E. 7th St #205, Austin, TX 78702","set()"
"4104 Shimmering Cv, Austin, TX 78731","{'/showPropertyInfo.do?account=01270704540000'}"
"403 Irma Dr # 1, Austin, TX 78752","{'/showPropertyInfo.do?account=02291107060000'}"
"1910 Rue De St Tropez APT 4, Austin, TX 78746","{'/showPropertyInfo.do?account=01190912070000', '/showPropertyInfo.do?account=01190912040000', '/showPropertyInfo.do?account=01190912050000', '/showPropertyInfo.do?account=01190912020000', '/showPropertyInfo.do?account=01190912060000', '/showPropertyInfo.do?account=01190912080000', '/showPropertyInfo.do?account=01190912090000', '/showPropertyInfo.do?account=01190912030000'}"
"2207 Hopi Trl, Austin, TX 78703","{'/showPropertyInfo.do?account=01170704160000'}"
"804 W Johanna St APT A, Austin, TX 78704","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"3511 Westlake Dr, West Lake Hills, TX 78746","{'/showPropertyInfo.do?account=01270901260000'}"
"1409 Mohle Dr, Austin, TX 78703","{'/showPropertyInfo.do?account=01180114150000'}"
"1600 Collier, Austin, TX 78704","set()"
"1700 Perez St # B, Austin, TX 78721","{'/showPropertyInfo.do?account=02111812020000', '/showPropertyInfo.do?account=02111812030000'}"
"4433 River Garden Trl, Austin, TX 78746","{'/showPropertyInfo.do?account=03187701130201', '/showPropertyInfo.do?account=05258703210203', '/showPropertyInfo.do?account=05258703210201', '/showPropertyInfo.do?account=05258703140201', '/showPropertyInfo.do?account=03121801090256', '/showPropertyInfo.do?account=05258703210202', '/showPropertyInfo.do?account=01265702210219', '/showPropertyInfo.do?account=01263702500201', '/showPropertyInfo.do?account=01211102480000'}"
"1615 E. 7th St #205, Austin, TX 78702","set()"
"4620 Toreador Dr, Austin, TX 78746","{'/showPropertyInfo.do?account=01251107460000'}"
"1505 Mount Larson Rd # 32&33, Austin, TX 78746","{'/showPropertyInfo.do?account=01191103150000', '/showPropertyInfo.do?account=01191103160000', '/showPropertyInfo.do?account=01191103140000'}"
"4104 Shimmering Cv, Austin, TX 78731","{'/showPropertyInfo.do?account=01270704540000'}"
"814 Banister Ln, Austin, TX 78704","{'/showPropertyInfo.do?account=04070608080000'}"
"1910 Rue De St Tropez APT 4, Austin, TX 78746","{'/showPropertyInfo.do?account=01190912070000', '/showPropertyInfo.do?account=01190912040000', '/showPropertyInfo.do?account=01190912050000', '/showPropertyInfo.do?account=01190912020000', '/showPropertyInfo.do?account=01190912060000', '/showPropertyInfo.do?account=01190912080000', '/showPropertyInfo.do?account=01190912090000', '/showPropertyInfo.do?account=01190912030000'}"
"2207 Hopi Trl, Austin, TX 78703","{'/showPropertyInfo.do?account=01170704160000'}"
"2515 Harris Blvd, Austin, TX 78703","{'/showPropertyInfo.do?account=01160014150000'}"
"1409 Mohle Dr, Austin, TX 78703","{'/showPropertyInfo.do?account=01180114150000'}"
"2509 Hartford Rd, Austin, TX 78703","{'/showPropertyInfo.do?account=01170214030000'}"
"1615 E. 7th St #205, Austin, TX 78702","set()"
"2313 Longview St APT 205, Austin, TX 78705","{'/showPropertyInfo.do?account=01130004190013', '/showPropertyInfo.do?account=01130004190015', '/showPropertyInfo.do?account=01130004190012', '/showPropertyInfo.do?account=01130004190017', '/showPropertyInfo.do?account=01130004190014', '/showPropertyInfo.do?account=01130004190016', '/showPropertyInfo.do?account=01130004190011'}"
"3115 Helms St APT 116, Austin, TX 78705","{'/showPropertyInfo.do?account=02160422080000', '/showPropertyInfo.do?account=02160422070000', '/showPropertyInfo.do?account=02160422090000', '/showPropertyInfo.do?account=02160422020000', '/showPropertyInfo.do?account=02160422100000', '/showPropertyInfo.do?account=02160422050000', '/showPropertyInfo.do?account=02160422060000', '/showPropertyInfo.do?account=02160422040000', '/showPropertyInfo.do?account=02160422110000', '/showPropertyInfo.do?account=02160422030000'}"
"908 W 16th St, Austin, TX 78701","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"1208 Chestnut Ave, Austin, TX 78702","{'/showPropertyInfo.do?account=02081102040000'}"
"301 West Ave APT 2701, Austin, TX 78701","{'/showPropertyInfo.do?account=01070032020000', '/showPropertyInfo.do?account=01070037050000', '/showPropertyInfo.do?account=01070037030000', '/showPropertyInfo.do?account=01070037040000', '/showPropertyInfo.do?account=01070032030000', '/showPropertyInfo.do?account=01070037070000', '/showPropertyInfo.do?account=01070032040000', '/showPropertyInfo.do?account=01070037060000', '/showPropertyInfo.do?account=01070037020000', '/showPropertyInfo.do?account=01070037080000'}"
"800 Brazos St UNIT 1211, Austin, TX 78701","{'/showPropertyInfo.do?account=02060324020000', '/showPropertyInfo.do?account=02060324040000', '/showPropertyInfo.do?account=02060324090000', '/showPropertyInfo.do?account=02060324050000', '/showPropertyInfo.do?account=02060324110000', '/showPropertyInfo.do?account=02060324060000', '/showPropertyInfo.do?account=02060324030000', '/showPropertyInfo.do?account=02060324100000', '/showPropertyInfo.do?account=02060324080000', '/showPropertyInfo.do?account=02060324070000'}"
"1911 Cliff St APT 3, Austin, TX 78705","{'/showPropertyInfo.do?account=01130014040000', '/showPropertyInfo.do?account=01130014030000', '/showPropertyInfo.do?account=01130014050000'}"
"1600 Collier, Austin, TX 78704","set()"
"1700 Perez St # B, Austin, TX 78721","{'/showPropertyInfo.do?account=02111812020000', '/showPropertyInfo.do?account=02111812030000'}"
"4433 River Garden Trl, Austin, TX 78746","{'/showPropertyInfo.do?account=03187701130201', '/showPropertyInfo.do?account=05258703210203', '/showPropertyInfo.do?account=05258703210201', '/showPropertyInfo.do?account=05258703140201', '/showPropertyInfo.do?account=03121801090256', '/showPropertyInfo.do?account=05258703210202', '/showPropertyInfo.do?account=01265702210219', '/showPropertyInfo.do?account=01263702500201', '/showPropertyInfo.do?account=01211102480000'}"
"1615 E. 7th St #205, Austin, TX 78702","set()"
"4620 Toreador Dr, Austin, TX 78746","{'/showPropertyInfo.do?account=01251107460000'}"
"1505 Mount Larson Rd # 32&33, Austin, TX 78746","{'/showPropertyInfo.do?account=01191103150000', '/showPropertyInfo.do?account=01191103160000', '/showPropertyInfo.do?account=01191103140000'}"
"4104 Shimmering Cv, Austin, TX 78731","{'/showPropertyInfo.do?account=01270704540000'}"
"403 Irma Dr # 1, Austin, TX 78752","{'/showPropertyInfo.do?account=02291107060000'}"
"1910 Rue De St Tropez APT 4, Austin, TX 78746","{'/showPropertyInfo.do?account=01190912070000', '/showPropertyInfo.do?account=01190912040000', '/showPropertyInfo.do?account=01190912050000', '/showPropertyInfo.do?account=01190912020000', '/showPropertyInfo.do?account=01190912060000', '/showPropertyInfo.do?account=01190912080000', '/showPropertyInfo.do?account=01190912090000', '/showPropertyInfo.do?account=01190912030000'}"
"2207 Hopi Trl, Austin, TX 78703","{'/showPropertyInfo.do?account=01170704160000'}"
"5718 Highland Hills Dr, Austin, TX 78731","{'/showPropertyInfo.do?account=01320308020000'}"
"5912 Marilyn Dr, Austin, TX 78757","{'/showPropertyInfo.do?account=01330101050000'}"
"2515 Harris Blvd, Austin, TX 78703","{'/showPropertyInfo.do?account=01160014150000'}"
"1103 Ridgecrest Dr, Austin, TX 78746","{'/showPropertyInfo.do?account=01231301310000'}"
"4433 River Garden Trl, Austin, TX 78746","{'/showPropertyInfo.do?account=03187701130201', '/showPropertyInfo.do?account=05258703210203', '/showPropertyInfo.do?account=05258703210201', '/showPropertyInfo.do?account=05258703140201', '/showPropertyInfo.do?account=03121801090256', '/showPropertyInfo.do?account=05258703210202', '/showPropertyInfo.do?account=01265702210219', '/showPropertyInfo.do?account=01263702500201', '/showPropertyInfo.do?account=01211102480000'}"
"1615 E. 7th St #205, Austin, TX 78702","set()"
"4620 Toreador Dr, Austin, TX 78746","{'/showPropertyInfo.do?account=01251107460000'}"
"1505 Mount Larson Rd # 32&33, Austin, TX 78746","{'/showPropertyInfo.do?account=01191103150000', '/showPropertyInfo.do?account=01191103160000', '/showPropertyInfo.do?account=01191103140000'}"
"4104 Shimmering Cv, Austin, TX 78731","{'/showPropertyInfo.do?account=01270704540000'}"
"403 Irma Dr # 1, Austin, TX 78752","{'/showPropertyInfo.do?account=02291107060000'}"
"1910 Rue De St Tropez APT 4, Austin, TX 78746","{'/showPropertyInfo.do?account=01190912070000', '/showPropertyInfo.do?account=01190912040000', '/showPropertyInfo.do?account=01190912050000', '/showPropertyInfo.do?account=01190912020000', '/showPropertyInfo.do?account=01190912060000', '/showPropertyInfo.do?account=01190912080000', '/showPropertyInfo.do?account=01190912090000', '/showPropertyInfo.do?account=01190912030000'}"
"2207 Hopi Trl, Austin, TX 78703","{'/showPropertyInfo.do?account=01170704160000'}"
"8601 Barasinga Trl, Austin, TX 78749","{'/showPropertyInfo.do?account=04183406020000'}"
"608 Bernstein St # 15, Austin, TX 78745","{'/showPropertyInfo.do?account=04241103160000'}"
"7337 Menchaca Rd UNIT 11, Austin, TX 78745","set()"
"5908 Garden Oaks Dr, Austin, TX 78745","{'/showPropertyInfo.do?account=04171004040000', '/showPropertyInfo.do?account=03103801270201', '/showPropertyInfo.do?account=03104005080201'}"
"7001 Thannas Way, Austin, TX 78744","{'/showPropertyInfo.do?account=04280116070000'}"
"814 Banister Ln, Austin, TX 78704","{'/showPropertyInfo.do?account=04070608080000'}"
"804 W Johanna St APT A, Austin, TX 78704","{'/showPropertyInfo.do?account=03103804020201', '/showPropertyInfo.do?account=02355906030202', '/showPropertyInfo.do?account=02356219010202', '/showPropertyInfo.do?account=03078002180201', '/showPropertyInfo.do?account=02679902030201', '/showPropertyInfo.do?account=90490630000000', '/showPropertyInfo.do?account=02355903030201', '/showPropertyInfo.do?account=02355906030204', '/showPropertyInfo.do?account=01061610010000', '/showPropertyInfo.do?account=02107001060203'}"
"5229 Kings Hwy, Austin, TX 78745","{'/showPropertyInfo.do?account=04111306100000'}"
